main_id,id,version,hip,tyc,ucac,twomass,sdss,allwise,gaia,apass,kic,objtype,typesrc,ra,dec,posflag,pmra,e_pmra,pmdec,e_pmdec,pmflag,plx,e_plx,parflag,gallong,gallat,eclong,eclat,bmag,e_bmag,vmag,e_vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,jmag,e_jmag,hmag,e_hmag,kmag,e_kmag,twomflag,prox,w1mag,e_w1mag,w2mag,e_w2mag,w3mag,e_w3mag,w4mag,e_w4mag,gaiamag,e_gaiamag,tmag,e_tmag,tessflag,spflag,teff,e_teff,logg,e_logg,mh,e_mh,rad,e_rad,mass,e_mass,rho,e_rho,lumclass,lum,e_lum,d,e_d,ebv,e_ebv,numcont,contratio,disposition,duplicate_id,priority,eneg_ebv,epos_ebv,ebvflag,eneg_mass,epos_mass,eneg_rad,epos_rad,eneg_rho,epos_rho,eneg_logg,epos_logg,eneg_lum,epos_lum,eneg_dist,epos_dist,distflag,eneg_teff,epos_teff,teffflag,gaiabp,e_gaiabp,gaiarp,e_gaiarp,gaiaqflag,starchareflag,vmagflag,bmagflag,splists,e_ra,e_dec,ra_orig,dec_orig,e_ra_orig,e_dec_orig,raddflag,wdflag,objid,CCD,sector,otype,sp_type,sp_qual,nbref
HD 183741,123472077,20190415,96044.0,6306-00311-1,354-177625,19314258-1923111,,J193142.61-192311.0,6.869494289502344e+18,9775458.0,,STAR,tmgaia2,292.927441256503,-19.3864767536036,tmgaia2,13.8589,0.0856392,-10.5124,0.0709607,gaia2,2.37018,0.0428521,gaia2,19.5925273190409,-17.3448084785156,291.579196894732,2.35166202191109,8.732,0.0,7.19,0.03,,,,,,,,,,,4.516,0.228,3.628,0.216,3.425,0.232,DCD-333-111-000-0-0,,2.577,,3.093,0.347,3.31,0.013,3.229,0.021,6.55715,0.000632,5.68879,0.0063,rered,gaia2,4017.0,122.0,,,,,50.4257,,,,,,GIANT,,,417.044,7.513,0.0622264,0.009140865,,,,,,0.0114654,0.00681633,panstarrs,,,,,,,,,,,7.38,7.646,bj2018,,,dered,7.46999,0.003154,5.65106,0.003553,1.0,,hipvmag,apassdr9,,1.34737322447405,1.10048240050934,292.927504513366,-19.3865220153371,0.0446527498365254,0.0360781362748543,0.0,0,1679468401,3,92,*,K4III,C,11
HD 202407,214654879,20190415,105002.0,5784-01498-1,384-153769,21155961-1312097,,J211559.60-131210.3,6.885633299127259e+18,,,STAR,tmgaia2,318.998397884479,-13.2026940318082,tmgaia2,9.49325,0.230151,-65.7369,0.234538,gaia2,6.74629,0.0795501,gaia2,37.1897554122305,-37.9619541136631,317.34718216063,2.55197599338301,7.712,0.019,6.61459,0.023,,,,,,,,,,,4.917,0.202,4.204,0.202,4.156,0.228,CCD-333-111-000-0-0,,4.057,0.332,3.828,0.206,4.084,0.015,4.034,0.027,6.31837,0.00038736,5.69134,0.006,rered,spect,4768.75,73.1505,,,0.121916,0.00720992,11.5697,,,,,,GIANT,,,147.632,1.7475,0.0400197,0.0142642,,,,,,0.0152226,0.0133058,panstarrs,,,,,,,,,,,,,bj2018,,,spect,6.88191,0.001095,5.6482,0.000845,1.0,,sirful,tycho2b3,,3.5933771104661,3.63856698654521,318.998439867893,-13.2029770656889,0.126473508526601,0.153232081026318,0.0,0,1713058246,1,92,PM*,K0III,C,19
HD 196761,188401533,20190415,101997.0,6921-01792-1,332-207276,20401173-2346262,,,6.854626246593474e+18,12364405.0,,STAR,tmgaia2,310.048977640298,-23.7738679642898,tmgaia2,500.11,0.120074,461.767,0.081479,gaia2,68.1348,0.0681888,gaia2,21.263726510018,-33.7781167173663,306.249778793405,-5.23293420928163,7.086,0.021,6.36,0.03,,,,,,,,,,,5.296,0.266,4.81,0.044,4.597,0.016,DAA-311-111-00d-0-0,,,,,,,,,,6.16941,0.000331497,5.6951,0.006,gbprp,spect,5473.0,104.678,4.58,0.0741905,-0.26,0.1,0.832085,0.0374473,0.96,0.123922,1.66636,0.335903,DWARF,0.5596697,0.01188877,14.6706,0.0148,0.0,0.0,132.0,0.0017646275,,,0.0,0.0,0.0,,0.12591,0.121934,0.0271598,0.0477347,0.304455,0.36735,0.062918,0.0854629,0.00911564,0.0146619,0.0148,0.0148,bj2018,115.094,94.262,spect,6.55966,0.001319,5.65008,0.002178,1.0,,hipvmag,tycho2b3,,1.90302624578672,1.26365541502684,310.05133055119,-23.7718798186255,0.0647275898107618,0.0429734246530228,1.0,0,1706870000,1,92,PM*,G7.5IV-V,B,207
HD 175583,352982283,20190415,92996.0,6286-00687-1,363-170221,18564448-1726388,,J185644.47-172639.2,4.086984299297555e+18,,,STAR,tmgaia2,284.185333044656,-17.4441008253708,tmgaia2,-13.9185,0.196149,-5.22777,0.171874,gaia2,3.05866,0.0732225,gaia2,17.86619547746,-8.99443452727376,283.580057423751,5.32894640230129,8.589,0.017,7.09,0.03,,,,,,,,,,,4.271,0.244,3.432,0.19,3.325,0.216,DCC-333-111-00d-0-0,,3.462,0.367,3.238,0.236,3.388,0.012,3.325,0.027,6.52038,0.000383,5.69549,0.0062,rered,gaia2,4111.0,122.0,,,,,36.3587,,,,,,GIANT,,,324.205,7.762,0.0494624,0.012180715,,,,,,0.0149653,0.00939613,panstarrs,,,,,,,,,,,7.58,7.944,bj2018,,,dered,7.3672,0.00232,5.65778,0.002472,1.0,,hipvmag,tycho2b3,,3.07765226648477,2.666579323226,284.185270228875,-17.444123333835,0.104419115825183,0.116184632578533,0.0,0,1626238775,2,92,*,K2III,C,16
HD 198951,23966006,20190415,103162.0,5761-01423-1,396-129618,20540310-1055275,,J205403.07-105527.5,6.88994194159968e+18,7264872.0,,STAR,tmgaia2,313.512899590108,-10.9242666625137,tmgaia2,-33.9522,0.0828735,-12.94,0.0493468,gaia2,3.29929,0.0547974,gaia2,36.9683185228649,-32.1370485867387,312.85312076534,6.27926934733184,8.488,0.016,7.0301,0.023,,,,,,,,,,,4.522,0.198,3.645,0.194,3.495,0.248,CCD-333-111-00d-0-0,,3.515,0.493,3.173,0.27,3.501,0.014,3.424,0.021,6.49841,0.000326587,5.69833,0.0061,rered,gaia2,4167.0,122.0,,,,,32.0049,,,,,,GIANT,,,300.592,4.9905,0.0347715,0.00994065,,,,,,0.0111445,0.0087368,panstarrs,,,,,,,,,,,4.909,5.072,bj2018,,,dered,7.30453,0.0014,5.65364,0.001308,1.0,,sirful,tycho2b3,,1.2911267253222,0.765213475321175,313.512750709081,-10.924322376439,0.0433554712858271,0.022743906611457,0.0,0,1709698880,1,92,*,K3III,C,11
HD 131976,287157635,20190415,,,,14572643-2124384,,,,,,STAR,2mass,224.3606,-21.4115,2mass,1012.42,2.0,-1653.58,2.0,tic7,,,,338.23927,32.683289,228.122438,-4.359803,0.513,0.379,8.01,0.1,,,,,,,,,,,4.55,0.262,3.91,0.2,3.802,0.23,DCD-333-111-000-0-0,,,,,,,,,,,,5.704,0.105,cdwrf,cdwrf,,,4.63205,0.0567749,,,0.622812,0.069305,0.606315,0.0560759,2.50973,0.623423,DWARF,0.0,0.0,5.254725,,,,135.0,2.7169816,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,cdwrf,bpbj,cooldwarfs_v8,290.0,290.0,224.360149,-21.410679,290.0,290.0,1.0,0,936994874,1,91,**,M1.5V,B,259
HD 173253,5245606,20190415,,6288-01528-1,348-158980,18450903-2027375,,J184509.03-202737.6,4.0801289473839555e+18,12040163.0,,STAR,tmgaia2,281.287591878609,-20.4604713834872,tmgaia2,-10.9996,0.252069,-8.80309,0.229067,gaia2,2.18019,0.120324,gaia2,13.9133079202749,-7.8465787084566,280.577750125979,2.56529173741428,10.982,0.061,9.615,0.009,,,,,,,,,,,3.057,0.212,2.036,0.184,1.751,0.238,CCD-333-111-000-0-0,,-0.627,,-0.09,,1.539,0.012,1.227,0.016,7.17671,0.003787,5.71188,0.0091,rered,,,,,,,,,,,,,,,,,455.072,25.6515,0.14208,0.03551385,,,,,,0.0292559,0.0417718,panstarrs,,,,,,,,,,,24.233,27.07,bj2018,,,,9.73752,0.029438,5.77887,0.00986,1.0,,tycho2v3,tycho2b3,,3.97262515851139,3.55296651891863,281.287541330308,-20.4605092856877,0.139134030732707,0.13132952666685,-1.0,0,1588148110,2,92,LP?,M3III,C,10
HD 129293,290136609,20190415,71873.0,5573-01019-1,389-060963,14420227-1214055,,J144202.29-121405.4,6.323935758169407e+18,,,STAR,tmgaia2,220.509454378623,-12.234903554394,tmgaia2,6.57952,0.192975,-0.549686,0.215524,gaia2,4.81754,0.0807901,gaia2,340.795746418232,42.3620140408749,221.902136008944,3.32982993597215,8.067,0.02,6.82891,0.023,,,,,,,,,,,4.7,0.224,3.953,0.226,3.822,0.232,DDD-333-111-d00-0-0,,3.791,0.267,3.673,0.136,3.795,0.014,3.733,0.024,6.42468,0.000701566,5.7129,0.0079,rered,gaia2,4534.0,122.0,,,,,18.0659,,,,,,GIANT,,,206.435,3.4705,0.0553725,0.00910858,,,,,,0.00506076,0.0131564,panstarrs,,,,,,,,,,,3.413,3.528,bj2018,,,dered,7.09845,0.004692,5.67235,0.00391,1.0,,sirful,tycho2b3,,3.00918023337184,3.34209752706002,220.509483365492,-12.2349059210991,0.0751015952666608,0.0993002190163647,0.0,0,920903835,2,91,*,K1III,C,11
HD 200212,442532188,20190415,103834.0,5778-01617-1,388-143074,21022599-1226493,,J210226.04-122648.9,6.889106415841456e+18,,,STAR,tmgaia2,315.608314618469,-12.4470835006022,tmgaia2,17.0273,0.095852,-29.3757,0.0639742,gaia2,3.54297,0.0597714,gaia2,36.3493590842495,-34.6395116727852,314.402592472588,4.24238646176707,8.621,0.017,7.11804,0.023,,,,,,,,,,,4.707,0.212,3.766,0.204,3.615,0.212,CCC-333-111-000-0-0,,3.493,0.38,3.273,0.072,3.436,0.015,3.362,0.021,6.54219,0.000367,5.7149,0.0063,rered,gaia2,4042.0,122.0,,,,,31.5549,,,,,,GIANT,,,280.09,4.7265,0.0168152,0.004053795,,,,,,0.00196987,0.00613772,panstarrs,,,,,,,,,,,4.648,4.805,bj2018,,,dered,7.40111,0.002036,5.67158,0.001731,1.0,,sirful,tycho2b3,,1.4954160368665,0.992356524086952,315.608389695094,-12.4472099793205,0.0519302431406332,0.0387390317112777,0.0,0,1711146814,1,92,*,K4/5III,D,14
HD 152880,434549018,20190415,,6219-00541-1,371-079106,16564078-1556375,,J165640.79-155637.8,4.1339187054435103e+18,8932274.0,,STAR,tmgaia2,254.169923932049,-15.9437908854567,tmgaia2,14.9452,0.198699,-43.3419,0.120265,gaia2,3.28991,0.121786,gaia2,4.59068079332963,16.5922719055994,254.688146729172,6.65800666822341,10.787,0.053,8.594,0.014,,,,,,,,,,,3.835,0.264,2.626,0.198,2.285,0.244,DCD-333-111-000-0-0,,0.823,,0.511,,2.041,0.019,1.855,0.02,7.10802,0.000853,5.71855,0.0061,rered,gaia2,3758.0,122.0,,,,,73.2242,,,,,,GIANT,,,302.056,11.222,0.643809,0.1584425,,,,,,0.147185,0.1697,panstarrs,,,,,,,,,,,10.813,11.631,bj2018,,,dered,8.8448,0.00264,5.86943,0.001461,1.0,,tycho2v,tycho2b,,3.11154157257949,1.86529873552147,254.169990853807,-15.9439774964225,0.101411623606796,0.066652840762745,0.0,0,1140881744,1,91,*,M0/1(III),E,15
HD 141221,335990361,20190415,77433.0,5609-00720-1,383-071849,15482497-1329574,,J154824.99-132957.3,6.266916150303704e+18,6318833.0,,STAR,tmgaia2,237.10410816018,-13.499284691988,tmgaia2,-6.35871,0.0928227,-1.31122,0.0660616,gaia2,3.55847,0.0548884,gaia2,355.178215122158,30.8974244323147,237.901974833942,6.34983572584535,8.31,0.018,6.94414,0.023,,,,,,,,,,,4.537,0.194,3.715,0.192,3.599,0.194,CCC-333-111-000-0-0,,3.681,0.366,3.416,0.206,3.641,0.015,3.584,0.026,6.48663,0.000384456,5.71901,0.0061,rered,gaia2,4506.0,122.0,,,,,26.4489,,,,,,GIANT,,,278.867,4.3025,0.128063,0.005737325,,,,,,0.00505633,0.00641832,panstarrs,,,,,,,,,,,4.237,4.368,bj2018,,,dered,7.22505,0.001479,5.68507,0.001469,1.0,,sirful,tycho2b3,,1.44956283785939,1.02427195603327,237.10408000454,-13.4992903375202,0.0472310121639428,0.0254873983212625,0.0,0,1003474414,1,91,*,K0/1III,D,12
V* U Sgr,186635515,20190415,90836.0,6274-01601-1,355-148255,18315332-1907301,,J183153.33-190730.2,4.092905375639902e+18,9471617.0,,STAR,tmgaia2,277.972217420248,-19.1250729806276,tmgaia2,-1.68138,0.0735936,-6.0302,0.0649706,gaia2,1.46008,0.0447145,gaia2,13.7063273917699,-4.45963383699406,277.549055775098,4.10553730312594,7.913,0.02,6.59,0.03,,,,,,,,,,,4.477,0.28,3.911,0.222,3.93,0.246,DDD-333-111-000-0-0,,3.953,0.264,3.649,0.187,3.949,0.017,3.858,0.024,6.5013,0.010119,5.72024,0.0179,rered,gaia2,4876.0,138.0,,,,,62.0411,,,,,,GIANT,,,672.546,20.406,0.284728,0.04577545,,,,,,0.0604523,0.0310986,panstarrs,,,,,,,,,,,19.798,21.014,bj2018,,,dered,7.28293,0.022821,5.74533,0.019769,1.0,,hipvmag,tycho2b3,,1.15738487292468,1.0076732255143,277.972209758064,-19.125098943989,0.0375869630688184,0.0355964500463969,0.0,0,1536289484,2,92,cC*,G1Ib,C,485
HD 143440,66926633,20190415,78471.0,6779-01508-1,329-078397,16010807-2415596,,J160108.07-241559.6,6.236243143152554e+18,11461310.0,,STAR,tmgaia2,240.283661986871,-24.2666156352367,tmgaia2,4.81108,0.116467,-1.38954,0.0522167,gaia2,2.15179,0.0713312,gaia2,348.988056102591,21.1942101830401,243.077695016387,-3.56200261206215,8.649,0.0,7.16,0.03,,,,,,,,,,,4.853,0.266,3.828,0.26,3.71,0.294,DDD-333-111-000-0-0,,3.48,0.498,3.171,0.324,3.428,0.012,3.343,0.023,6.57011,0.000346,5.7206,0.0062,rered,gaia2,4177.0,122.0,,,,,51.8207,,,,,,GIANT,,,459.411,15.1955,0.113236,0.002942055,,,,,,0.00273321,0.0031509,panstarrs,,,,,,,,,,,14.702,15.689,bj2018,,,dered,7.43859,0.002008,5.69095,0.002987,1.0,,hipvmag,apassdr9,,1.84772277935327,0.809673529232786,240.283684708896,-24.2666216179801,0.0675718581863428,0.0225715720974981,0.0,0,1023375736,3,91,*,K4III,C,11
HD 144585,410994457,20190415,78955.0,5624-01433-1,380-073833,16070340-1404166,,,4.341501106288171e+18,6343318.0,,STAR,tmgaia2,241.764041163831,-14.0712973930905,tmgaia2,-261.79,0.0989644,9.65432,0.0554785,gaia2,36.3119,0.0440033,gaia2,358.181981928193,27.1670355376302,242.478991676395,6.71104423231623,6.978,0.024,6.31999,0.023,,,,,,,,,,,5.181,0.043,4.97,0.034,4.8,0.024,EAA-111-111-000-0-0,,,,,,,,,,6.14961,0.000488644,5.7232,0.0061,gbprp,spect,5807.0,109.091,4.17504,0.0700046,0.29,0.1,1.38049,0.0575578,1.04,0.128103,0.395307,0.0760593,DWARF,1.9523947,0.0513176,27.5173,0.03355,0.0,0.0,221.0,0.004767579,,,0.00467441,0.0,0.0,,0.161112,0.095094,0.0683945,0.0467211,0.0787096,0.0734091,0.0735919,0.0664173,0.0503229,0.0523123,0.0335,0.0336,bj2018,100.72,117.462,spect,6.49437,0.001992,5.68225,0.00076,1.0,,sirful,tycho2b3,,1.54620548423698,0.860220006560963,241.762879144813,-14.071255828658,0.043757578834608,0.0228394999328085,1.0,0,1033622711,4,91,PM*,G2V,C,203
V* DV Aqr,442508593,20190415,103545.0,5782-01505-1,378-169755,20584185-1428593,,J205841.80-142859.3,6.886757274888584e+18,,,STAR,tmgaia2,314.674333727089,-14.4831257404063,tmgaia2,-54.9864,0.162501,-18.428,0.12025,gaia2,11.2032,0.101532,gaia2,33.6396510549848,-34.6324438549124,312.953607855024,2.54581774762936,6.191,0.023,5.9423,0.023,,,,,,,,,,,5.487,0.019,5.407,0.021,5.363,0.024,AAA-111-111-000-0-0,,5.372,0.165,5.192,0.066,5.432,0.015,5.338,0.041,5.91066,0.00303219,5.7257,0.0093,gbprp,spect,7638.0,110.315,3.76536,0.076227,,,2.89443,0.0801658,1.78,0.280531,0.0734061,0.0138243,DWARF,25.688484,0.7775145,89.0433,0.8112,0.0,0.0,126.0,0.0006110623,,,0.0,0.0,0.0,,0.232134,0.328928,0.0786447,0.0816869,0.0129987,0.0146499,0.06953,0.0829241,0.843372,0.711657,0.8039,0.8185,bj2018,98.6959,121.935,spect,6.06847,0.016176,5.70753,0.004941,1.0,,sirful,tycho2b3,,2.54040011233459,1.86513803451458,314.67408920965,-14.4832050833111,0.0837823755530104,0.068628508419559,1.0,0,1710477839,1,92,SB*,A9V,C,94
V* II Lib,432213379,20190415,74005.0,5592-00894-1,377-069435,15072545-1440443,,J150725.46-144044.2,6.308630693750055e+18,6271080.0,,STAR,tmgaia2,226.85606150858,-14.6790003484843,tmgaia2,-7.69337,0.107528,-5.40166,0.0785019,gaia2,2.32198,0.0552883,gaia2,345.386117434421,36.7433803224476,228.525584184285,2.7665817763801,9.681,0.025,8.13,0.03,,,,,,,,,,,4.282,0.33,3.235,0.22,2.901,0.262,DDD-333-111-d00-0-0,,1.876,,2.619,0.361,2.636,0.009,2.469,0.016,6.90494,0.001758,5.7283,0.0068,rered,gaia2,3433.0,123.0,,,,,77.2559,,,,,,GIANT,,,425.74,10.105,0.0968198,0.007189235,,,,,,0.0104124,0.00396607,panstarrs,,,,,,,,,,,9.869,10.341,bj2018,,,dered,8.46073,0.014472,5.70611,0.005944,1.0,,hipvmag,tycho2b3,,1.68122904002061,1.21732660755217,226.856027266717,-14.6790236056342,0.0510876541305006,0.0364943764459219,0.0,0,948248628,2,91,LP*,M3III,C,13
HD 140672,23375725,20190415,77197.0,6781-00469-1,323-081351,15454643-2529440,,J154546.42-252944.1,6.235110130774279e+18,13641628.0,,STAR,tmgaia2,236.443507093154,-25.4955882006449,tmgaia2,-12.4943,0.115313,-6.56254,0.0588863,gaia2,3.16271,0.0498834,gaia2,345.342960540639,22.6823273573144,239.918469865035,-5.49269731540546,9.726,0.466,7.72,0.03,,,,,,,,,,,4.207,0.25,3.251,0.216,3.021,0.258,DCD-333-111-000-0-0,,1.968,,2.663,0.413,2.846,0.01,2.725,0.024,6.78613,0.000654,5.73152,0.0063,rered,gaia2,3825.0,122.0,,,,,46.5758,,,,,,GIANT,,,313.451,4.94,0.180932,0.0943324,,,,,,0.133969,0.0546958,panstarrs,,,,,,,,,,,4.864,5.016,bj2018,,,dered,8.00614,0.004266,5.72597,0.002313,1.0,,hipvmag,apassdr9,,1.83334878766975,0.913169992192645,236.443447494434,-25.4956164560377,0.0550610032705543,0.0280965640887375,0.0,0,998605274,2,91,*,M1III,C,18
HD 202725,415689134,20190415,105181.0,6355-01469-1,349-187979,21182613-2020079,,J211826.11-202007.8,6.832559735415078e+18,,,STAR,tmgaia2,319.608896459477,-20.3354799782111,tmgaia2,-24.7716,0.0798982,-27.4234,0.0491145,gaia2,6.14344,0.0585414,gaia2,28.8614067834788,-41.1298736322717,315.750140513167,-4.42448800423013,7.659,0.019,6.62,0.03,,,,,,,,,,,4.864,0.182,4.49,0.076,4.229,0.016,CEA-311-111-000-0-0,,4.162,0.277,3.955,0.314,4.174,0.015,4.128,0.033,6.33935,0.000345245,5.73196,0.0061,rered,gaia2,4863.0,122.0,,,,,11.5972,,,,,,GIANT,,,162.037,1.5485,0.0172143,0.00506366,,,,,,0.00653588,0.00359144,panstarrs,,,,,,,,,,,1.534,1.563,bj2018,,,dered,6.88174,0.001069,5.68816,0.001537,1.0,,hipvmag,tycho2b3,,1.25875019011221,0.761812849311843,319.60878271471,-20.3355980512211,0.0378206122853139,0.0286281747421319,0.0,0,1713486352,2,92,*,K0III,C,10
V* R Oph,399538525,20190415,,,370-082055,17074578-1605339,,J170745.77-160534.2,4.1359574405271854e+18,8976296.0,,STAR,tmgaia2,256.940772239532,-16.0927710610491,tmgaia2,-26.1521,0.435918,-24.6802,0.315791,gaia2,2.7016,0.266818,gaia2,6.04361299980309,14.3219564404263,257.37137353092,6.7758367244649,13.201,0.874,12.185,0.059,,,,,,,,,,,2.52,0.288,1.614,0.218,1.152,0.258,DDD-333-111-000-0-0,,-1.715,,-1.458,,-0.471,0.34,-1.127,0.006,7.46224,0.071621,5.73201,0.0774,rered,,,,,,,,,,,,,,,,,372.796,39.3005,0.0953928,0.10559455,,,,,,0.0582201,0.152969,panstarrs,,,,,,,,,,,35.252,43.349,bj2018,,,,11.9375,0.181161,5.99827,0.135165,1.0,,ucac4,apassdr9,,6.8276792280828,4.89831827493346,256.940655047958,-16.0928773230541,0.226799605451381,0.186658967603594,-1.0,0,1179471095,1,91,Mi*,M5-7e,B,91
HD 139408,347978629,20190415,76586.0,5608-00562-1,378-073329,15382909-1431007,,J153829.05-143101.4,6.265400061209079e+18,6306790.0,,STAR,tmgaia2,234.621170527054,-14.5168636227287,tmgaia2,-56.0035,0.10026,-83.5949,0.0581603,gaia2,7.67173,0.0442825,gaia2,352.346108338247,31.8952233081572,235.772326656763,4.81790546787502,8.058,0.019,6.79899,0.023,,,,,,,,,,,4.874,0.25,4.132,0.258,3.989,0.036,DDE-331-111-000-0-0,,3.918,0.355,3.686,0.206,3.878,0.014,3.807,0.034,6.43401,0.000434857,5.73389,0.0061,rered,gaia2,4523.0,122.0,,,,,11.0854,,,,,,GIANT,,,129.866,0.7525,0.0331988,0.0415034,,,,,,0.0273069,0.0556999,panstarrs,,,,,,,,,,,0.748,0.757,bj2018,,,dered,7.09015,0.001636,5.68607,0.002108,1.0,,sirful,tycho2b3,,1.5672457945585,0.901844336740145,234.620921448775,-14.5172235453491,0.0455179741655626,0.0254682846821122,0.0,0,988482670,1,91,PM*,K1III,C,10
HD 179949,2288734,20190415,94645.0,6875-03273-1,330-188482,19153322-2410455,,J191533.32-241046.3,6.770313530317154e+18,,,STAR,tmgaia2,288.888458692897,-24.179353716464,tmgaia2,118.552,0.126467,-102.235,0.113866,gaia2,36.3915,0.0760459,gaia2,13.4555541838658,-15.7859467748594,287.186398712584,-1.85998718675387,6.772,0.023,6.25,0.03,,,,,,,,,,,5.296,0.027,5.101,0.044,4.936,0.018,AAA-111-111-000-0-0,,4.94,0.185,4.801,0.108,4.976,0.015,4.93,0.031,6.1106,0.000954166,5.7365,0.0061,gbprp,spect,6148.0,146.477,4.31761,0.0884935,0.2,0.1,1.24258,0.0631659,1.17,0.161507,0.609842,0.147014,DWARF,1.987356,0.0615801,27.4573,0.05775,0.0,0.0,885.0,0.008234536,,,0.0,0.0,0.0,,0.164829,0.158185,0.0611015,0.0652302,0.164628,0.129399,0.0959606,0.0810265,0.0730982,0.050062,0.0577,0.0578,bj2018,128.007,164.947,spect,6.40395,0.004307,5.69495,0.003723,1.0,,hipvmag,tycho2b3,,2.00595440440616,1.76620143688553,288.889018213075,-24.1797938959598,0.0708593871123366,0.0671886874965288,1.0,0,1662830301,4,92,BY*,F8V,C,424
V* BC Cap,13991337,20190415,99249.0,6315-02324-1,373-178319,20084952-1524434,,J200849.52-152443.4,6.877580579043832e+18,9874935.0,,STAR,tmgaia2,302.206391350914,-15.4121136564739,tmgaia2,-2.36413,0.0905687,9.01801,0.0502284,gaia2,1.35238,0.0524149,gaia2,27.2254524363565,-23.9175142149324,301.029772358143,4.62530073962374,10.21,,8.3,0.03,,,,,,,,,,,3.918,0.176,2.827,0.182,2.603,0.216,CCC-333-111-000-0-0,,1.17,,0.794,,2.37,0.01,2.18,0.019,6.96874,0.004562,5.7434,0.0077,rered,gaia2,3507.0,123.0,,,,,137.914,,,,,,GIANT,,,725.431,27.8465,0.215404,0.004255815,,,,,,0.00289714,0.00561449,panstarrs,,,,,,,,,,,26.798,28.895,bj2018,,,dered,8.59464,0.022333,5.79059,0.011311,1.0,,hipvmag,tycho2,,1.41735186392966,0.779019230375675,302.206380792326,-15.4120748289308,0.0459097263808053,0.0273151657338819,0.0,0,1698088454,2,92,LP*,M2III,C,15
* omi Lib,308437152,20190415,75118.0,6171-00196-1,373-072319,15210137-1532539,,J152101.40-153253.6,6.25978877233673e+18,8754750.0,,STAR,tmgaia2,230.255790624109,-15.5483590040716,tmgaia2,19.992,0.213217,31.6054,0.178676,gaia2,17.6606,0.0999922,gaia2,347.811517251717,33.9833633763367,231.924731955411,2.7930128789268,6.514,0.025,6.14,0.03,,,,,,,,,,,5.367,0.017,5.215,0.044,5.081,0.023,EAA-111-111-000-0-0,,5.108,0.185,4.957,0.081,5.117,0.015,5.043,0.034,6.03087,0.000819754,5.7441,0.0061,gbprp,spect,6808.51,103.86,3.93682,0.0848686,,,2.15915,0.076799,1.47,0.251399,0.146038,0.0315853,DWARF,9.025472,0.3716695,56.5339,0.322,0.0,0.0,136.0,0.030755982,,,0.0,0.0,0.0,,0.181999,0.320798,0.063595,0.090003,0.0303893,0.0327812,0.0777175,0.0920198,0.394197,0.349142,0.3202,0.3238,bj2018,142.096,65.6232,spect,6.25078,0.001804,5.70705,0.003113,1.0,,hipvmag,tycho2b3,,3.33674267648285,2.77053878154699,230.255879970445,-15.5482229252829,0.090316702509484,0.0766599476380301,1.0,0,964671444,1,91,*,F2V,C,62
HD 151527,12515279,20190415,82259.0,5641-00637-1,376-078640,16482697-1454338,,J164826.96-145433.9,4.326335782924732e+18,,,STAR,tmgaia2,252.112386566412,-14.9094410882416,tmgaia2,-12.321,0.489749,-2.10742,0.31355,gaia2,7.74927,0.323401,gaia2,4.25447038209027,18.8061042895425,252.582011952445,7.45477869898171,6.208,0.023,6.04108,0.023,,,,,,,,,,,5.386,0.024,5.303,0.017,5.209,0.023,AAA-111-111-000-0-0,,5.18,0.207,4.959,0.096,5.168,0.015,4.944,0.034,5.94648,0.000611531,5.74517,0.0061,rered,spect,10000.0,133.577,3.93215,0.103651,,,2.86526,0.26602,2.561,0.343031,0.108872,0.0295788,DWARF,73.96464,14.1719,128.995,5.4395,0.0118294,0.045423087,375.0,0.0005480152,,,0.0015637465,0.00889127,0.0819549,panstarrs,0.314935,0.371128,0.208692,0.323348,0.0312189,0.0279388,0.11015,0.0971512,12.2394,16.1044,5.214,5.665,bj2018,128.854,138.3,spect,6.08944,0.001138,5.69805,0.001106,1.0,,sirful,tycho2b3,,7.6596425486068,4.86350997131435,252.112331669485,-14.9094501618621,0.241980377521417,0.184082156791697,1.0,0,1118565783,4,91,*,A0IV/V,D,45
HD 128429,157940833,20190415,71469.0,5572-00319-1,389-060711,14365985-1218197,,,6.323603052822807e+18,,,STAR,gaia2,219.24914980451,-12.3052969031062,gaia2,-895.791,0.765615,353.027,0.516344,gaia2,37.18,0.400964,gaia2,339.344089861719,42.9804300232356,220.749396717415,2.88633626835517,6.649,0.024,6.20113,0.023,,,,,,,,,,,5.335,0.026,5.115,0.036,5.053,0.024,EAA-111-111-000-0-0,,,,,,,,,,6.07027,0.000647823,5.7482,0.007,gbprp,spec7,6370.53,22.4665,,,,,,,,,,,,,,26.8814,0.292,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,0.2889,0.2951,bj2018,,,spect,6.33157,0.00286,5.72186,0.009702,1.0,,sirful,tycho2b3,,11.9401884070337,8.0077086218736,219.245202234608,-12.3037769540495,0.32485684517279,0.264715452145819,-1.0,0,914290747,2,91,PM*,F6V,C,135
